"System","Metal","Hetatom","Cavity","Base_Cavity","y","Pred_00000","Train_00000"
"Cu_P_din3_c2","Cu","P","din3_c2","din3",2.2915882499999,2.03435433681776,"True"
"Fe_N_rol2_din2","Fe","N","rol2_din2","rol2_din2",-2.63728249999995,-2.68732452033501,"True"
"Os_P_rol2_din2_c2_d1","Os","P","rol2_din2_c2_d1","rol2_din2",-0.719621999999969,-1.12314898921792,"True"
"Ir_N_rol3_c1","Ir","N","rol3_c1","rol3",-0.583916250000005,-0.743130136935312,"True"
"Pt_N_din3_c2","Pt","N","din3_c2","din3",1.04851850000002,0.860681293962426,"True"
"Cd_N_rol3_c2","Cd","N","rol3_c2","rol3",-1.5409413,-1.4386710309672,"True"
"Rh_P_rol2_din2_c3_a","Rh","P","rol2_din2_c3_a","rol2_din2",-4.26017799999999,-3.92356829456427,"True"
"Ag_S_din4_c2_s2","Ag","S","din4_c2_s2","din4",1.60200574999998,1.38165037056264,"True"
"Co_S_din4_c2_s1","Co","S","din4_c2_s1","din4",-1.28056050000008,-0.998342959416917,"False"
"Zn_P_rol2_din2_c2_s3","Zn","P","rol2_din2_c2_s3","rol2_din2",-3.32175584999996,-3.56692297391068,"True"
"Co_N_rol1_din2_c2_s2","Co","N","rol1_din2_c2_s2","rol1_din2",-0.537560499999912,-0.074352052504401,"False"
"Rh_S_rol2_din2_c2_d1","Rh","S","rol2_din2_c2_d1","rol2_din2",-1.58717799999999,-1.39991107281224,"True"
"Au_S_rol2_din2_c3_b","Au","S","rol2_din2_c3_b","rol2_din2",-3.64929049999995,-3.65060910945634,"True"
"Ni_N_rol1_din2_c1_b","Ni","N","rol1_din2_c1_b","rol1_din2",1.04378874999995,0.817582113608767,"True"
"Pd_P_rol1_din2_c2_s1","Pd","P","rol1_din2_c2_s1","rol1_din2",2.11050325000003,2.04899188170473,"True"
"Zn_N_rol2_din2","Zn","N","rol2_din2","rol2_din2",-3.69875585000003,-3.01930308863786,"True"
"Pd_N_din3","Pd","N","din3","din3",1.79150324999996,1.4183471880234,"True"
"Ni_P_din4_c2_s2","Ni","P","din4_c2_s2","din4",0.355788749999967,0.712063918954076,"True"
"Ru_P_rol2_din2_a","Ru","P","rol2_din2_a","rol2_din2",-1.19353349999997,-1.33125862025852,"True"
"Ni_P_rol2_din2","Ni","P","rol2_din2","rol2_din2",-1.24321124999997,-0.841228897708526,"True"
"Ru_S_rol2_din2_c3_a","Ru","S","rol2_din2_c3_a","rol2_din2",-3.1635335,-3.14769916695261,"True"
"Cd_N_rol1_din2_c2_s2","Cd","N","rol1_din2_c2_s2","rol1_din2",0.782058700000092,0.876323770016172,"True"
"Fe_N_rol3_c1","Fe","N","rol3_c1","rol3",-2.47228249999998,-2.0338978466549,"True"
"Ni_P_rol1_din2_c2_s2","Ni","P","rol1_din2_c2_s2","rol1_din2",0.587788749999937,0.605553055403754,"True"
"Cu_P_rol3","Cu","P","rol3","rol3",1.76258825000002,1.40612922817602,"True"
"Ni_N_din3_c1","Ni","N","din3_c1","din3",-0.036211249999973,0.163038688090313,"True"
"Ni_N_rol2_din2_c2_s3","Ni","N","rol2_din2_c2_s3","rol2_din2",-0.536211249999973,-1.5768898516069,"True"
"Cd_P_rol1_din2_c2_s1","Cd","P","rol1_din2_c2_s1","rol1_din2",1.94705870000006,1.58802561002392,"True"
"Fe_S_din4_c3","Fe","S","din4_c3","din4",-1.14928249999989,-1.10610462675883,"True"
"Ir_N_rol3_c2","Ir","N","rol3_c2","rol3",-2.35391624999999,-2.11447708849415,"True"
"Rh_S_rol2_din2_c2_s3","Rh","S","rol2_din2_c2_s3","rol2_din2",-2.55617800000004,-2.11468108098427,"True"
"Co_N_din3","Co","N","din3","din3",0.480439500000004,0.593649507488939,"False"
"Ag_N_rol1_din2_c2_s2","Ag","N","rol1_din2_c2_s2","rol1_din2",1.57200575000001,1.31994319810774,"True"
"Pd_N_rol2_din2","Pd","N","rol2_din2","rol2_din2",-2.76849674999999,-2.77630239891629,"True"
"Ag_P_din3","Ag","P","din3","din3",1.62500575000001,1.64714411878924,"True"
"Fe_N_rol2_din2_c2_s1","Fe","N","rol2_din2_c2_s1","rol2_din2",-4.21328250000008,-4.01156113039611,"True"
"Rh_S_rol2_din2_c3_b","Rh","S","rol2_din2_c3_b","rol2_din2",-2.99217799999996,-3.16210560080932,"True"
"Rh_P_din3_c2","Rh","P","din3_c2","din3",1.87882199999991,2.03517192618354,"True"
"Cd_S_rol3_c1","Cd","S","rol3_c1","rol3",0.622058699999896,1.00211939287434,"True"
"Zn_S_rol2_din2_c2_s1","Zn","S","rol2_din2_c2_s1","rol2_din2",-1.46675585000006,-1.64029722749959,"True"
"Pt_P_rol3","Pt","P","rol3","rol3",1.2655185,1.14959342526078,"True"
"Rh_P_din4","Rh","P","din4","din4",-0.651178000000066,-0.010423655195272,"True"
"Co_N_din4_c1","Co","N","din4_c1","din4",-2.58856050000007,-2.40039091781898,"False"
"Ru_P_rol3","Ru","P","rol3","rol3",0.500466499999988,1.02251151943259,"True"
"Au_N_rol1_din2_c2_s1","Au","N","rol1_din2_c2_s1","rol1_din2",1.8527095,1.45035464065798,"True"
"Pt_P_din4_c1","Pt","P","din4_c1","din4",1.09151850000002,0.570880227965775,"True"
"Ir_N_din4_c2_d1","Ir","N","din4_c2_d1","din4",-1.55691625000008,-1.46367948172764,"True"
"Os_S_rol2_din2_a","Os","S","rol2_din2_a","rol2_din2",1.60837800000001,1.32806321489054,"True"
"Co_S_din4_c2_d2","Co","S","din4_c2_d2","din4",-0.537560500000025,-0.408064895822576,"False"
"Ir_P_din4","Ir","P","din4","din4",-0.226916250000034,0.033771120212654,"True"
"Pd_P_din4_c2_s2","Pd","P","din4_c2_s2","din4",0.732503249999988,0.838357481891665,"True"
"Ag_P_rol3","Ag","P","rol3","rol3",1.67300575000001,1.45403877725964,"True"
"Ni_P_din4_c3","Ni","P","din4_c3","din4",-0.864211250000061,-0.723010591317741,"True"
